UNITID,LEXP100K,LCOLELYN,XLPBOOKS,LPBOOKS,XLEBOOKS,LEBOOKS,XLEDATAB,LEDATAB,XLPMEDIA,LPMEDIA,XLEMEDIA,LEMEDIA,XLPSERIA,LPSERIA,XLESERIA,LESERIA,XLPCOLLC,LPCLLCT,XLECOLLC,LECLLCT,XLTCLLCT,LTCLLCT,XLPCRCLT,LPCRCLT,XLECRCLT,LECRCLT,XLTCRCLT,LTCRCLT,LILLDYN,XLILLDPR,LILLDPR,XLILLDRC,LILLDRC,LILSYN,XLSTOTAL,LSTOTAL,XLSLIBRN,LSLIBRN,XLSOPROF,LSOPROF,XLSOPAID,LSOPAID,XLSSTAST,LSSTAST,XLBRANCH,LBRANCH,XSALWAG,LSALWAG,LFRNGBYN,XLFRNGBN,LFRNGBN,XLEXMSBB,LEXMSBB,XLEXMSCS,LEXMSCS,XLEXMSOT,LEXMSOT,XLEXMSTL,LEXMSTL,XLEXOMPS,LEXOMPS,XLEXOMOT,LEXOMOT,XLEXOMTL,LEXOMTL,XLEXPTOT,LEXPTOT,LSWMSOM 
105747,1,2,R,31649,R,502686,R,170,R,1457,R,124815,R,57,R,48306,R,33163,R,675977,R,709140,R,2205,R,101411,R,103616,1,R,43,R,17,1,R,10,R,4,R,1,R,4.5,R,0.5,R,0,R,581496,2,R,0,R,33664,R,216953,R,1095,R,251712,R,0,R,15100,R,15100,R,848308,848308
105792,1,2,R,30451,R,258430,R,89,R,2724,R,72848,R,1890,R,39470,R,35065,R,370837,R,405902,R,196,R,139926,R,140122,1,R,50,R,42,1,R,15.5,R,4,R,8,R,0,R,3.5,R,0,R,730210,1,R,232350,R,29896,R,136072,R,0,R,165968,R,0,R,89116,R,89116,R,1217644,985294
105899,1,2,R,23827,R,20976,R,64,R,11217,R,21,R,560,R,0,R,35604,R,21061,R,56665,R,1168,R,16350,R,17518,1,R,98,R,65,1,R,4.56,R,2,R,0,R,1.65,R,0.91,R,0,R,147140,1,R,26039,R,3038,R,84019,R,1432,R,88489,R,1093,R,7444,R,8537,R,270205,244166
106041,1,2,R,165,R,0,R,20,R,0,R,1260,R,14,R,0,R,179,R,1280,R,1459,R,170,R,16,R,186,2,A,,A,,1,R,1,R,0,R,1,R,0,R,0,R,0,R,118255,2,Z,0,R,0,R,650,R,350,R,1000,R,0,R,0,R,0,R,119255,119255
106148,1,2,R,44794,R,323394,R,31,R,11556,R,7754,R,74,R,17298,R,56424,R,348477,R,404901,R,11103,R,64224,R,75327,1,R,42857,R,3266,1,R,16.71,R,6.86,R,4,R,4.35,R,1.5,R,1,R,721970,1,R,209172,R,31573,R,125044,R,0,R,156617,R,0,R,41358,R,41358,R,1129117,919945
106245,1,2,R,329299,R,362488,R,289,R,21892,R,79721,R,1773,R,80826,R,352964,R,523324,R,876288,R,2938,R,40886,R,43824,1,R,913,R,1967,1,R,26.5,R,7,R,7,R,6,R,6.5,R,1,R,964697,1,R,214960,R,12718,R,852968,R,0,R,865686,R,0,R,342354,R,342354,R,2387697,2172737
106263,1,2,R,41626,R,3107,R,122,R,4476,R,0,R,131,R,21888,R,46233,R,25117,R,71350,R,326,R,536390,R,536716,1,R,661,R,3737,1,R,18.54,R,8.24,R,3,R,7.3,R,0,R,0,R,1097433,1,R,296307,R,897,R,2158812,R,11627,R,2171336,R,0,R,342627,R,342627,R,3907703,3611396
106306,2,2,R,24530,R,5,R,4,R,1,R,4,R,30,R,57,R,24561,R,70,R,24631,R,40,R,20266,R,20306,1,R,0,R,0,1,R,3,R,2,R,0,R,0,R,1,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,.
106342,1,2,R,77154,R,287210,R,153,R,1465,R,76840,R,350,R,62010,R,78969,R,426213,R,505182,R,388,R,104112,R,104500,1,R,405,R,263,1,R,4.25,R,3,R,0,R,0,R,1.25,R,0,R,164397,2,Z,0,R,11990,R,179258,R,25352,R,216600,R,0,R,62502,R,62502,R,443499,443499
106397,1,2,R,1029413,R,1669698,R,455,R,229891,R,186133,R,59045,R,155187,R,1318349,R,2011473,R,3329822,R,12251,R,1206075,R,1218326,1,R,9513,R,12381,1,R,124.5,R,34,R,65,R,10.86,R,14.64,R,4,R,7000388,1,R,1728830,R,1267743,R,7281530,R,343416,R,8892689,R,7854,R,1041911,R,1049765,R,18671672,16942842
106412,1,2,R,68158,R,173653,R,56,R,477,R,2796,R,20,R,68215,R,68655,R,244720,R,313375,R,467,R,37059,R,37526,1,R,39,R,33,1,R,14,R,4,R,0,R,10,R,0,R,5,R,626260,1,R,194140,R,5935,R,139973,R,17130,R,163038,R,1525,R,15311,R,16836,R,1000274,806134
106449,1,2,R,72106,R,158728,R,146,R,5985,R,387,R,306,R,0,R,78397,R,159261,R,237658,R,2464,R,5991,R,8455,1,R,1792,R,32,1,R,8,R,2,R,1,R,5,R,0,R,1,R,284088,1,R,115128,R,56558,R,62665,R,554,R,119777,R,0,R,48056,R,48056,R,567049,451921
106458,1,2,R,358938,R,721156,R,335,R,70692,R,294267,R,2632,R,124154,R,432262,R,1139912,R,1572174,R,10417,R,567364,R,577781,1,R,5242,R,1739,1,R,36.2,R,13,R,18,R,0,R,5.2,R,0,R,1222763,1,R,389325,R,93567,R,1725763,R,0,R,1819330,R,12427,R,214503,R,226930,R,3658348,3269023
106467,1,2,R,167540,R,804356,R,361,R,32271,R,208321,R,6521,R,103322,R,206332,R,1116360,R,1322692,R,5449,R,134987,R,140436,1,R,1009,R,554,1,R,22.96,R,8,R,6,R,1.35,R,7.61,R,1,R,725467,1,R,222658,R,76974,R,499650,R,10335,R,586959,R,0,R,211280,R,211280,R,1746364,1523706
106485,1,2,R,108824,R,7308,R,107,R,14629,R,427,R,9508,R,2264,R,132961,R,10106,R,143067,R,1294,R,241,R,1535,1,R,282,R,46,1,R,10.25,R,4,R,0,R,5,R,1.25,R,0,R,359957,1,R,109217,R,17922,R,164773,R,0,R,182695,R,1475,R,77565,R,79040,R,730909,621692
106546,1,2,R,190,R,1198,R,12,R,194,R,6634633,R,9,R,997,R,393,R,6636840,R,6637233,R,0,R,112794,R,112794,1,R,149,R,49,1,R,1.25,R,1,R,0,R,0.25,R,0,R,0,R,51888,1,R,10800,R,277,R,389759,R,0,R,390036,R,0,R,0,R,0,R,452724,441924
106625,1,2,R,17122,R,0,R,67,R,44,R,0,R,15,R,0,R,17181,R,67,R,17248,R,1037,R,5687,R,6724,1,R,0,R,0,1,R,3,R,1,R,1,R,0,R,1,R,0,R,79681,1,R,29787,R,461,R,15908,R,0,R,16369,R,0,R,1314,R,1314,R,127151,97364
106704,1,2,R,279619,R,350846,R,133,R,20915,R,357,R,2599,R,93632,R,303133,R,444968,R,748101,R,12037,R,389106,R,401143,1,R,1658,R,4242,1,R,37.68,R,8,R,0,R,21,R,8.68,R,0,R,1130942,1,R,403379,R,44376,R,1092879,R,8478,R,1145733,R,2795,R,124706,R,127501,R,2807555,2404176
106713,1,2,R,45278,R,332481,R,113,R,778,R,412,R,12,R,2,R,46068,R,333008,R,379076,R,10941,R,4217,R,15158,1,R,57,R,38,1,R,16,R,1,R,1,R,1,R,13,R,0,R,80000,2,Z,0,R,0,R,36839,R,912,R,37751,R,0,R,0,R,0,R,117751,117751
106795,1,2,R,9345,R,7013,R,632,R,0,R,0,R,1,R,0,R,9346,R,7645,R,16991,R,568,R,7,R,575,1,R,0,R,0,1,R,12,R,1,R,4,R,6,R,1,R,2,R,93408,1,R,13272,R,3500,R,50000,R,8000,R,61500,R,0,R,8000,R,8000,R,176180,162908
106810,2,2,R,12110,R,291800,R,140,R,140,R,0,R,12,R,1963,R,12262,R,293903,R,306165,R,135,R,5795,R,5930,1,R,0,R,2,1,R,8,R,1,R,1,R,0,R,6,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,.
106883,1,2,R,9454,R,0,R,6,R,749,Z,0,R,0,Z,0,R,10203,R,6,R,10209,R,330,R,267,R,597,1,R,0,R,0,1,R,4,R,1,R,1,R,0,R,2,R,0,R,111030,1,R,39891,R,1514,R,22393,R,2468,R,26375,R,0,R,0,R,0,R,177296,137405
106980,1,2,R,23729,R,68300,R,100,R,1605,Z,0,R,24,R,0,R,25358,R,68400,R,93758,R,4078,R,32048,R,36126,1,R,0,R,50,1,R,6,R,3,R,0,R,0,R,3,R,1,R,200357,1,R,57870,R,38500,R,2500,R,0,R,41000,R,500,R,15000,R,15500,R,314727,256857
106999,1,2,R,12416,R,735353,R,126,R,418,R,0,R,29,R,30668,R,12863,R,766147,R,779010,R,281,R,2461,R,2742,1,R,0,R,1,1,R,3.33,R,1,R,0,R,2.33,R,0,R,0,R,122964,1,R,42992,R,684,R,21211,R,897,R,22792,R,0,R,13520,R,13520,R,202268,159276
107044,1,2,R,120167,R,431450,R,189,R,13710,R,560446,R,2242,R,104930,R,136119,R,1097015,R,1233134,R,13710,R,293581,R,307291,1,R,1031,R,1454,1,R,17,R,8,R,0,R,5,R,4,R,0,R,586727,1,R,213828,R,31046,R,477338,R,4782,R,513166,R,2656,R,98101,R,100757,R,1414478,1200650
107071,1,2,R,229932,R,351097,R,115,R,32643,R,94242,R,720,R,15,R,263295,R,445469,R,708764,R,3281,R,817,R,4098,1,R,1327,R,128,1,R,16,R,2,R,5,R,0,R,9,R,0,R,262693,1,R,86087,R,1771,R,190000,R,70747,R,262518,R,0,R,18138,R,18138,R,629436,543349
107080,1,2,R,198480,R,40471,R,44,R,4802,R,81389,R,62,R,161343,R,203344,R,283247,R,486591,R,2238,R,5298,R,7536,1,R,451,R,412,1,R,9.17,R,3.37,R,0,R,3.75,R,2.05,R,0,R,378014,2,Z,0,R,24000,R,212974,R,0,R,236974,R,1500,R,69650,R,71150,R,686138,686138
107123,2,1,A,,R,5650,R,55,A,,R,25,A,,R,9750,A,,R,15480,R,15480,A,,R,120,R,120,1,R,205,R,150,2,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,.
107141,1,2,R,61267,R,516318,R,118,R,1760,R,83274,R,960,R,105755,R,63987,R,705465,R,769452,R,4499,R,68381,R,72880,1,R,209,R,780,1,R,10.69,R,5,R,0,R,1.75,R,3.94,R,1,R,204405,1,R,96246,R,12665,R,132731,R,36706,R,182102,R,130,R,13530,R,13660,R,496413,400167
107318,1,2,R,21005,R,0,R,68,R,1108,R,2671,R,0,R,0,R,22113,R,2739,R,24852,R,217,R,1603,R,1820,1,R,0,R,0,1,R,3,R,1,R,0,R,1.5,R,0.5,R,0,R,81748,1,R,29710,R,18663,R,8193,R,0,R,26856,R,169,R,19944,R,20113,R,158427,128717
107327,1,2,R,23915,R,0,R,5,R,198,R,0,R,18,R,10,R,24131,R,15,R,24146,R,370,R,18,R,388,1,R,43,R,19,1,R,3,R,1,R,1,R,1,R,0,R,0,R,94658,1,R,25760,R,5445,R,53115,R,0,R,58560,R,0,R,1231,R,1231,R,180209,154449
107460,1,2,R,5672,R,369326,R,12,R,1346,R,3000,R,0,R,0,R,7018,R,372338,R,379356,R,2649,R,8000,R,10649,1,R,40,R,16,1,R,15,R,1,R,1,R,9,R,4,R,0,R,163559,1,R,39338,R,11074,R,47648,R,36160,R,94882,R,0,R,6912,R,6912,R,304691,265353
107512,1,2,R,178818,R,188921,R,155,R,9743,R,38769,R,1437,R,57521,R,189998,R,285366,R,475364,R,11926,R,112966,R,124892,1,R,951,R,143,1,R,11.15,R,5.5,R,0,R,2.5,R,3.15,R,1,R,391851,2,Z,0,R,12861,R,276724,R,255,R,289840,R,21847,R,46279,R,68126,R,749817,749817
107521,1,2,R,11617,R,33637,R,181,R,1474,R,2587,R,119,R,18353,R,13210,R,54758,R,67968,R,1144,R,195000,R,196144,1,R,135,R,7,1,R,3,R,1,R,1,R,1,R,0,R,0,R,104767,1,R,34042,R,6000,R,26000,R,12500,R,44500,R,400,R,0,R,400,R,183709,149667
107549,2,2,R,14789,Z,0,R,29,R,1838,R,100,R,35,R,0,R,16662,R,129,R,16791,R,100,R,21662,R,21762,1,R,6,R,8,1,R,2,R,1,R,0,R,0,R,1,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,.
107558,1,2,R,165278,R,664000,R,191,R,3642,R,11508440,R,596,R,86338,R,169516,R,12258969,R,12428485,R,2113,R,72723,R,74836,1,R,135,R,49,1,R,12,R,2,R,0,R,0,R,10,R,0,R,134439,1,R,30677,R,39698,R,5912,R,258495,R,304105,R,7415,R,9352,R,16767,R,485988,455311
107585,1,2,R,19080,R,0,R,81,R,962,R,82998,R,264,R,53238,R,20306,R,136317,R,156623,R,1267,R,10126,R,11393,1,R,0,R,1,1,R,4.4,R,1,R,2,R,1.4,R,0,R,0,R,134253,1,R,41182,R,6588,R,35247,R,1671,R,43506,R,0,R,9959,R,9959,R,228900,187718
107600,1,2,R,64200,R,24880,R,55,R,4916,R,0,R,103,R,267,R,69219,R,25202,R,94421,R,300,R,4700,R,5000,1,R,33,R,11,1,R,4,R,1,R,3,R,0,R,0,R,0,R,184521,1,R,36904,R,5000,R,42000,R,15000,R,62000,R,2200,R,0,R,2200,R,285625,248721
107619,1,2,R,42000,R,185000,R,36,R,700,R,0,R,2599,R,50,R,45299,R,185086,R,230385,R,1100,R,2500,R,3600,1,R,11,R,9,1,R,11,R,1,R,4,R,1,R,5,R,2,R,158000,1,R,42000,R,6000,R,86000,R,78000,R,170000,R,0,R,4000,R,4000,R,374000,332000
107637,1,2,R,5654,R,67583,R,72,R,99,R,0,R,113,R,5,R,5866,R,67660,R,73526,R,150,R,299,R,449,1,R,2,R,2,1,R,4,R,0,R,0,R,4,R,0,R,1,R,118039,1,R,42777,R,0,R,38464,R,760,R,39224,R,0,R,6318,R,6318,R,206358,163581
107664,1,2,R,33240,R,147574,R,82,R,3430,Z,0,R,62,Z,0,R,36732,R,147656,R,184388,R,1766,R,68582,R,70348,1,R,64,R,42,1,R,9,R,5,R,0,R,4,R,0,R,1,R,256416,1,R,106154,R,49880,R,119384,R,795,R,170059,R,0,R,86309,R,86309,R,618938,512784
107725,1,2,R,4642,R,205321,R,200,R,1394,R,0,R,1,R,0,R,6037,R,205521,R,211558,R,125,R,6199,R,6324,1,R,0,R,47,1,R,3,R,1,R,2,R,0,R,0,R,1,R,100370,1,R,29818,R,1331,R,22445,R,1875,R,25651,R,370,R,312,R,682,R,156521,126703
107743,1,2,R,14245,R,13039,R,20,R,734,R,215213,R,0,R,0,R,14979,R,228272,R,243251,R,841,R,4469,R,5310,1,R,3,R,15,1,R,1.5,R,1,R,0,R,0.5,R,0,R,0,R,79164,1,R,23577,R,2342,R,15380,R,0,R,17722,R,0,R,5472,R,5472,R,125935,102358
107840,2,2,R,4448,R,9,R,34,R,82,R,0,R,0,R,0,R,4530,R,43,R,4573,R,45,R,7,R,52,2,A,,A,,1,R,3,R,1,R,1,R,0,R,1,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,.
107877,1,2,R,51216,R,236,R,100,R,234,R,0,R,6,R,7,R,51456,R,343,R,51799,R,4294,R,3000,R,7294,1,R,3,R,12,1,R,20,R,1,R,0,R,1,R,18,R,1,R,72100,2,Z,0,R,10500,R,33500,R,0,R,44000,R,300,R,11770,R,12070,R,128170,128170
107974,1,2,R,37022,R,1194,Z,0,R,147,R,60144,R,2,R,0,R,37171,R,61338,R,98509,R,2548,R,41369,R,43917,1,R,0,R,5,1,R,4,R,1,R,2,R,1,R,0,R,0,R,104027,1,R,40443,R,4967,R,19362,R,0,R,24329,R,0,R,21462,R,21462,R,190261,149818
107983,1,2,R,147591,R,251986,R,191,R,15228,R,303449,R,471,R,52196,R,163290,R,607822,R,771112,R,2959,R,60085,R,63044,1,R,655,R,114,1,R,11.5,R,5.25,R,0,R,2,R,4.25,R,0,R,431304,1,R,108082,R,68002,R,380704,R,48179,R,496885,R,0,R,35971,R,35971,R,1072242,964160
107992,1,2,R,10522,R,17114,R,72,R,631,R,0,R,9,R,0,R,11162,R,17186,R,28348,R,1059,R,2029,R,3088,1,R,12,R,0,1,R,3,R,1,R,1,R,0.5,R,0.5,R,0,R,114744,1,R,26589,R,1013,R,10629,R,16519,R,28161,R,0,R,5908,R,5908,R,175402,148813
108092,1,2,R,63607,R,5085,R,49,R,7334,R,76219,R,150,R,65071,R,71091,R,146424,R,217515,R,3530,R,4951,R,8481,1,R,681,R,373,1,R,14.15,R,6,R,0,R,4,R,4.15,R,0,R,477759,1,R,113095,R,36267,R,460482,R,59504,R,556253,R,0,R,78033,R,78033,R,1225140,1112045
108232,1,2,R,31073,R,18031,R,18,R,3815,R,8,R,830,R,51,R,35718,R,18108,R,53826,R,4,R,12737,R,12741,1,R,0,R,0,1,R,2,R,2,R,0,R,0,R,0,R,0,R,100593,1,R,14236,R,35889,R,105697,R,775,R,142361,R,0,R,74117,R,74117,R,331307,317071
108269,2,2,R,2415,R,735,Z,0,R,15,R,8,R,0,R,0,R,2430,R,743,R,3173,R,1191,R,12,R,1203,1,R,0,R,0,1,R,2,R,1,R,0,R,0,R,1,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,.
108667,1,2,R,13360,R,200,R,35,R,0,R,0,R,35,R,0,R,13395,R,235,R,13630,R,796,R,610199,R,610995,2,A,,A,,1,R,7.13,R,4.3,R,2.83,R,0,R,0,R,0,R,636734,1,R,290000,R,26939,R,4599,R,54318,R,85856,R,0,R,0,R,0,R,1012590,722590
108807,1,2,R,62848,R,129547,R,54,R,3017,R,115292,R,163,R,0,R,66028,R,244893,R,310921,R,6904,R,131804,R,138708,1,R,0,R,26,1,R,15.16,R,11.16,R,0,R,4,R,0,R,1,R,789687,1,R,108713,R,37454,R,35715,R,63616,R,136785,R,0,R,5423,R,5423,R,1040608,931895
108852,2,2,R,16361,R,0,R,0,R,1570,R,0,R,152,R,0,R,18083,R,0,R,18083,R,2227,R,0,R,2227,2,A,,A,,1,R,6,R,1,R,0,R,0,R,5,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,.
108870,1,2,R,10662,R,0,R,0,R,35637,R,15998,R,14,R,0,R,46313,R,15998,R,62311,R,10734,R,19755,R,30489,2,A,,A,,1,R,9,R,2,R,2,R,5,R,0,R,0,R,404263,1,R,117873,R,13944,R,34053,R,72958,R,120955,R,8569,R,0,R,8569,R,651660,533787
109040,2,1,A,,R,140855,R,11,A,,R,0,A,,R,16299,A,,R,157165,R,157165,A,,R,51367,R,51367,2,A,,A,,1,R,1,R,1,R,0,R,0,R,0,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,.
109208,1,2,R,41742,R,363225,R,70,R,60,R,46858,R,111,R,128426,R,41913,R,538579,R,580492,R,4168,R,169907,R,174075,1,R,551,R,358,1,R,11.49,R,6.52,R,4.97,R,0,R,0,R,1,R,2115496,2,Z,0,R,182490,R,150,R,9775,R,192415,R,0,R,7615,R,7615,R,2315526,2315526
109350,1,2,R,44694,R,8854,R,0,R,537,R,0,R,138,R,1,R,45369,R,8855,R,54224,R,20539,R,17410,R,37949,1,R,474,R,253,1,R,16.15,R,4.9,R,7,R,0,R,4.25,R,1,R,870912,1,R,325387,R,167790,R,19688,R,0,R,187478,R,0,R,8993,R,8993,R,1392770,1067383
109651,1,2,R,75248,R,326651,R,47,R,11826,R,68961,R,362,R,30605,R,87436,R,426264,R,513700,R,13379,R,188950,R,202329,1,R,97,R,128,1,R,15.18,R,7,R,1,R,4,R,3.18,R,0,R,783644,2,Z,0,R,79794,R,198223,R,0,R,278017,R,8839,R,195824,R,204663,R,1266324,1266324
109785,1,2,R,181579,R,2051610,R,246,R,43637,R,228055,R,21690,R,684736,R,246906,R,2964647,R,3211553,R,7744,R,580660,R,588404,1,R,341,R,3827,1,R,29.63,R,7,R,8.5,R,0,R,14.13,R,2,R,1466872,1,R,279749,R,268802,R,839653,R,170836,R,1279291,R,3596,R,201880,R,205476,R,3231388,2951639
109819,1,2,R,73080,R,10760,R,100,R,432,R,77818,R,338,R,106155,R,73850,R,194833,R,268683,R,3842,R,6001877,R,6005719,2,A,,A,,1,R,15.65,R,8.4,R,3.95,R,0,R,3.3,R,2,R,813277,1,R,217331,R,30198,R,125101,R,0,R,155299,R,0,R,9800,R,9800,R,1195707,978376
109907,1,2,R,18059,R,71806,R,13,R,1026,R,12,R,20,R,5000,R,19105,R,76831,R,95936,R,1394,R,46257,R,47651,2,A,,A,,1,R,5,R,3,R,1.5,R,0,R,0.5,R,1,R,361584,1,R,146009,R,10800,R,23247,R,3700,R,37747,R,0,R,3460,R,3460,R,548800,402791
110060,2,2,R,51020,R,31,R,3,R,5410,R,0,R,5,R,6307,R,56435,R,6341,R,62776,R,1395,R,2166,R,3561,2,A,,A,,1,R,1.63,R,1,R,0,R,0.63,R,0,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,.
110097,1,2,R,238068,R,471144,R,130,R,192165,R,216406,R,1928,R,80018,R,432161,R,767698,R,1199859,R,22293,R,266327,R,288620,1,R,4318,R,2454,1,R,18.45,R,4,R,1,R,4.75,R,8.7,R,0,R,1033001,1,R,209585,R,106137,R,848057,R,15050,R,969244,R,13565,R,157413,R,170978,R,2382808,2173223
110219,1,1,A,,R,304313,R,96,A,,R,1068912,A,,R,46241,A,,R,1419562,R,1419562,A,,R,19403,R,19403,2,A,,A,,1,R,1,R,1,R,0,R,0,R,0,R,1,R,58000,2,Z,0,R,315,R,43491,R,0,R,43806,R,0,R,0,R,0,R,101806,101806
110246,1,2,R,66176,R,37816,R,45,R,167,R,0,R,0,R,57218,R,66343,R,95079,R,161422,R,7469,R,58761,R,66230,1,R,57,R,37,1,R,8.75,R,3.35,R,4.5,R,0,R,0.9,R,2,R,668279,1,R,257008,R,29665,R,104803,R,29148,R,163616,R,0,R,317,R,317,R,1089220,832212
110316,1,2,R,33207,R,463718,R,64,R,2118,R,77417,R,609,R,22276,R,35934,R,563475,R,599409,R,908,R,85679,R,86587,1,R,10619,R,1462,1,R,8.92,R,5.16,R,0.66,R,2.08,R,1.02,R,0,R,604185,1,R,139376,R,49351,R,268223,R,92,R,317666,R,15033,R,89426,R,104459,R,1165686,1026310
110334,1,2,R,51645,R,364237,R,36,R,3015,R,38812,R,69,R,76638,R,54729,R,479723,R,534452,R,3780,R,196322,R,200102,1,R,275,R,101,1,R,15.18,R,7.95,R,0,R,4.5,R,2.73,R,6,R,1203142,2,Z,0,R,118574,R,71496,R,0,R,190070,R,0,R,70607,R,70607,R,1463819,1463819
110361,1,2,R,133216,R,378650,R,107,R,61053,R,34771,R,15524,R,51897,R,209793,R,465425,R,675218,R,6470,R,94120,R,100590,1,R,2680,R,951,1,R,13,R,5,R,4,R,0,R,4,R,0,R,772389,2,Z,0,R,273995,R,708009,R,90703,R,1072707,R,3257,R,41911,R,45168,R,1890264,1890264
110370,1,2,R,54828,R,60687,R,36,R,7075,R,78,R,370,R,24418,R,62273,R,85219,R,147492,R,4930,R,30335,R,35265,1,R,4,R,201,1,R,14,R,3,R,2,R,6,R,3,R,2,R,858567,1,R,11692,R,21167,R,120002,R,0,R,141169,R,603,R,6859,R,7462,R,1018890,1007198
110398,1,2,R,172421,R,297881,R,191,R,75685,R,43002,R,3859,R,85063,R,251965,R,426137,R,678102,R,8595,R,1262742,R,1271337,1,R,360,R,248,1,R,25,R,10,R,3,R,0,R,12,R,0,R,1347578,1,R,458767,R,230756,R,886078,R,169517,R,1286351,R,3472,R,35993,R,39465,R,3132161,2673394
110404,1,2,R,277772,R,190454,R,179,R,7447,R,9077,R,2370,R,192164,R,287589,R,391874,R,679463,R,6935,R,2192243,R,2199178,1,R,3760,R,4674,1,R,61,R,11,R,6,R,28,R,16,R,5,R,2657258,1,R,1193931,R,374785,R,3523245,R,107400,R,4005430,R,0,R,688097,R,688097,R,8544716,7350785
110413,1,2,R,93435,R,401008,R,149,R,2312,R,114553,R,675,R,132804,R,96422,R,648514,R,744936,R,3155,R,216337,R,219492,1,R,5758,R,764,1,R,12.88,R,6,R,2,R,0,R,4.88,R,0,R,726132,1,R,168895,R,53327,R,599031,R,3189,R,655547,R,679,R,60178,R,60857,R,1611431,1442536
110422,1,2,R,245879,R,2142446,R,262,R,89028,R,284687,R,1894,R,201577,R,336801,R,2628972,R,2965773,R,61438,R,1063905,R,1125343,1,R,10004,R,12239,1,R,43,R,10,R,28,R,0,R,5,R,0,R,2700638,1,R,1539952,R,1138610,R,1728310,R,635,R,2867555,R,18308,R,102596,R,120904,R,7229049,5689097
110468,1,2,R,58412,R,26706,Z,0,R,1935,R,4223,R,39,R,56040,R,60386,R,86969,R,147355,R,14961,R,289400,R,304361,1,R,2430,R,5685,1,R,36,R,5,R,0,R,3,R,28,R,6,R,830000,1,R,220000,R,4200,R,330000,R,165000,R,499200,R,16000,R,400000,R,416000,R,1965200,1745200
110486,1,2,R,326207,R,1414473,R,240,R,7924,R,42011,R,3698,R,233571,R,337829,R,1690295,R,2028124,R,2382,R,765594,R,767976,1,R,8099,R,3558,1,R,32.92,R,12.5,R,2,R,15.38,R,3.04,R,1,R,2193875,1,R,1180819,R,53964,R,511825,R,29091,R,594880,R,3543,R,345318,R,348861,R,4318435,3137616
110495,1,2,R,301248,R,253968,R,171,R,3453,R,81403,R,7023,R,36640,R,311724,R,372182,R,683906,R,6330,R,275735,R,282065,1,R,3481,R,4558,1,R,30,R,10,R,2,R,10,R,8,R,1,R,1917250,2,Z,0,R,63030,R,793625,R,67844,R,924499,R,0,R,245430,R,245430,R,3087179,3087179
110510,1,2,R,619802,R,1219717,R,149,R,45110,R,111574,R,12444,R,190414,R,677356,R,1521854,R,2199210,R,4216,R,772315,R,776531,1,R,7940,R,7456,1,R,80,R,14,R,1,R,23,R,42,R,1,R,2957848,2,Z,0,R,508797,R,1708956,R,44198,R,2261951,R,5632,R,316661,R,322293,R,5542092,5542092
110529,1,2,R,507685,R,1345741,R,207,R,11064,R,116065,R,13335,R,298025,R,532084,R,1760038,R,2292122,R,8534,R,3305909,R,3314443,1,R,6822,R,7041,1,R,48.29,R,13,R,3,R,25,R,7.29,R,0,R,3048742,1,R,45032,R,305694,R,1539737,R,106735,R,1952166,R,37492,R,495733,R,533225,R,5579165,5534133
110538,1,2,R,569936,R,836589,R,138,R,22470,R,102270,R,13598,R,158712,R,606004,R,1097709,R,1703713,R,13456,R,654853,R,668309,1,R,8063,R,5742,1,R,37,R,9.5,R,1.5,R,15.75,R,10.25,R,0,R,2343609,2,R,0,R,120836,R,1332057,R,3766,R,1456659,R,20653,R,898985,R,919638,R,4719906,4719906
110547,1,2,R,361078,R,967922,R,204,R,123,R,67385,R,3486,R,258345,R,364687,R,1293856,R,1658543,R,2898,R,506216,R,509114,1,R,3774,R,5783,1,R,51,R,14,R,5,R,18,R,14,R,0,R,2672571,2,R,0,R,46786,R,679840,R,11125,R,737751,R,6000,R,191040,R,197040,R,3607362,3607362
110556,1,2,R,912383,R,874092,R,262,R,107596,R,215400,R,12351,R,42987,R,1032330,R,1132741,R,2165071,R,24655,R,641935,R,666590,1,R,7701,R,6735,1,R,81,R,18,R,1,R,36,R,26,R,1,R,4443727,2,R,0,R,50050,R,1702049,R,178401,R,1930500,R,0,R,538992,R,538992,R,6913219,6913219
110565,1,2,R,766027,R,1770333,R,367,R,37661,R,84406,R,27068,R,302415,R,830756,R,2157521,R,2988277,R,18102,R,1364103,R,1382205,1,R,17165,R,25127,1,R,70.75,R,21.25,R,2,R,28,R,19.5,R,0,R,2222885,2,R,0,R,517491,R,1889983,R,92374,R,2499848,R,3052,R,227019,R,230071,R,4952804,4952804
